date,portfolio_value,cash,AAPL_shares,AAPL_price,AAPL_avg_cost,AAPL_value,AAPL_unrealized_pnl,MSFT_shares,MSFT_price,MSFT_avg_cost,MSFT_value,MSFT_unrealized_pnl,AMZN_shares,AMZN_price,AMZN_avg_cost,AMZN_value,AMZN_unrealized_pnl,GOOGL_shares,GOOGL_price,GOOGL_avg_cost,GOOGL_value,GOOGL_unrealized_pnl,META_shares,META_price,META_avg_cost,META_value,META_unrealized_pnl,NVDA_shares,NVDA_price,NVDA_avg_cost,NVDA_value,NVDA_unrealized_pnl,TSLA_shares,TSLA_price,TSLA_avg_cost,TSLA_value,TSLA_unrealized_pnl,JPM_shares,JPM_price,JPM_avg_cost,JPM_value,JPM_unrealized_pnl,V_shares,V_price,V_avg_cost,V_value,V_unrealized_pnl,MA_shares,MA_price,MA_avg_cost,MA_value,MA_unrealized_pnl,UNH_shares,UNH_price,UNH_avg_cost,UNH_value,UNH_unrealized_pnl,JNJ_shares,JNJ_price,JNJ_avg_cost,JNJ_value,JNJ_unrealized_pnl,LDO.MI_shares,LDO.MI_price,LDO.MI_avg_cost,LDO.MI_value,LDO.MI_unrealized_pnl,ENI.MI_shares,ENI.MI_price,ENI.MI_avg_cost,ENI.MI_value,ENI.MI_unrealized_pnl,ENEL.MI_shares,ENEL.MI_price,ENEL.MI_avg_cost,ENEL.MI_value,ENEL.MI_unrealized_pnl,ISP.MI_shares,ISP.MI_price,ISP.MI_avg_cost,ISP.MI_value,ISP.MI_unrealized_pnl,RACE.MI_shares,RACE.MI_price,RACE.MI_avg_cost,RACE.MI_value,RACE.MI_unrealized_pnl,^GSPC_shares,^GSPC_price,^GSPC_avg_cost,^GSPC_value,^GSPC_unrealized_pnl,^IXIC_shares,^IXIC_price,^IXIC_avg_cost,^IXIC_value,^IXIC_unrealized_pnl,FTSEMIB.MI_shares,FTSEMIB.MI_price,FTSEMIB.MI_avg_cost,FTSEMIB.MI_value,FTSEMIB.MI_unrealized_pnl,SPY_shares,SPY_price,SPY_avg_cost,SPY_value,SPY_unrealized_pnl,QQQ_shares,QQQ_price,QQQ_avg_cost,QQQ_value,QQQ_unrealized_pnl,IVV_shares,IVV_price,IVV_avg_cost,IVV_value,IVV_unrealized_pnl,EEM_shares,EEM_price,EEM_avg_cost,EEM_value,EEM_unrealized_pnl,EFA_shares,EFA_price,EFA_avg_cost,EFA_value,EFA_unrealized_pnl,XLF_shares,XLF_price,XLF_avg_cost,XLF_value,XLF_unrealized_pnl,VNQ_shares,VNQ_price,VNQ_avg_cost,VNQ_value,VNQ_unrealized_pnl,GC=F_shares,GC=F_price,GC=F_avg_cost,GC=F_value,GC=F_unrealized_pnl,CL=F_shares,CL=F_price,CL=F_avg_cost,CL=F_value,CL=F_unrealized_pnl,SI=F_shares,SI=F_price,SI=F_avg_cost,SI=F_value,SI=F_unrealized_pnl,NG=F_shares,NG=F_price,NG=F_avg_cost,NG=F_value,NG=F_unrealized_pnl,HG=F_shares,HG=F_price,HG=F_avg_cost,HG=F_value,HG=F_unrealized_pnl,GLD_shares,GLD_price,GLD_avg_cost,GLD_value,GLD_unrealized_pnl,SLV_shares,SLV_price,SLV_avg_cost,SLV_value,SLV_unrealized_pnl,USO_shares,USO_price,USO_avg_cost,USO_value,USO_unrealized_pnl,EURUSD=X_shares,EURUSD=X_price,EURUSD=X_avg_cost,EURUSD=X_value,EURUSD=X_unrealized_pnl,USDJPY=X_shares,USDJPY=X_price,USDJPY=X_avg_cost,USDJPY=X_value,USDJPY=X_unrealized_pnl,TLT_shares,TLT_price,TLT_avg_cost,TLT_value,TLT_unrealized_pnl,BND_shares,BND_price,BND_avg_cost,BND_value,BND_unrealized_pnl,IEF_shares,IEF_price,IEF_avg_cost,IEF_value,IEF_unrealized_pnl,XLE_shares,XLE_price,XLE_avg_cost,XLE_value,XLE_unrealized_pnl,BTC-USD_shares,BTC-USD_price,BTC-USD_avg_cost,BTC-USD_value,BTC-USD_unrealized_pnl,ETH-USD_shares,ETH-USD_price,ETH-USD_avg_cost,ETH-USD_value,ETH-USD_unrealized_pnl,XOM_shares,XOM_price,XOM_avg_cost,XOM_value,XOM_unrealized_pnl,CVX_shares,CVX_price,CVX_avg_cost,CVX_value,CVX_unrealized_pnl,WMT_shares,WMT_price,WMT_avg_cost,WMT_value,WMT_unrealized_pnl,NFLX_shares,NFLX_price,NFLX_avg_cost,NFLX_value,NFLX_unrealized_pnl,BA_shares,BA_price,BA_avg_cost,BA_value,BA_unrealized_pnl,KO_shares,KO_price,KO_avg_cost,KO_value,KO_unrealized_pnl,PFE_shares,PFE_price,PFE_avg_cost,PFE_value,PFE_unrealized_pnl,SHOP_shares,SHOP_price,SHOP_avg_cost,SHOP_value,SHOP_unrealized_pnl
2024-05-17,112.5,0.01,0.0,188.4128,0.0,0.0,0.0,0.004335,414.6043,393.9259,1.8,0.09,0.033699,184.7,158.1249,6.22,0.9,0.0,174.6168,0.0,0.0,0.0,0.0,468.7323,0.0,0.0,0.0,0.0,92.4268,0.0,0.0,0.0,0.016985,177.46,187.6997,3.01,-0.17,0.019465,197.3347,166.9445,3.84,0.59,0.018356,276.4712,270.0669,5.07,0.12,0.0,455.6725,0.0,0.0,0.0,0.0,502.2106,0.0,0.0,0.0,0.035781,145.7717,148.2582,5.22,-0.09,0.179596,22.7358,15.7585,4.08,1.25,0.374725,13.1302,12.8704,4.92,0.1,0.0,6.0288,0.0,0.0,0.0,0.0,3.2299,0.0,0.0,0.0,0.013996,385.197,328.5085,5.39,0.79,0.000279,5303.2705,4874.002,1.48,0.12,0.0,16685.9707,0.0,0.0,0.0,0.00015,35399.0,30729.5664,5.31,0.7,0.008537,518.2825,474.0774,4.42,0.38,0.0,447.4159,0.0,0.0,0.0,0.008581,518.5708,474.2023,4.45,0.38,0.111728,41.7598,36.7254,4.67,0.56,0.056251,76.4285,70.3962,4.3,0.34,0.0,41.414,0.0,0.0,0.0,0.048271,79.2337,78.0051,3.82,0.06,0.001636,2412.2,2047.7971,3.95,0.6,0.0,80.06,0.0,0.0,0.0,0.139067,31.047,23.0205,4.32,1.12,1.563513,2.626,2.0853,4.11,0.85,0.482139,5.057,3.8798,2.44,0.57,0.017117,223.66,188.9156,3.83,0.59,0.0,28.79,0.0,0.0,0.0,0.039962,76.97,70.0313,3.08,0.28,1.937548,1.0868,1.0838,2.11,0.01,0.019699,155.379,147.1744,3.06,0.16,0.0,84.5507,0.0,0.0,0.0,0.038623,66.9716,67.7503,2.59,-0.03,0.016779,86.95,89.1356,1.46,-0.04,0.0,44.8299,0.0,0.0,0.0,4.1e-05,66940.8047,42760.168,2.77,1.0,0.000466,3122.949,2290.3062,1.46,0.39,0.025387,112.7979,95.071,2.86,0.45,0.012673,150.7157,134.4227,1.91,0.21,0.000564,63.7139,54.323,0.04,0.01,0.038566,62.11,56.4934,2.4,0.22,0.0,184.95,0.0,0.0,0.0,0.035684,59.4755,56.1306,2.12,0.12,0.0,25.5058,0.0,0.0,0.0,0.0,58.53,0.0,0.0,0.0
2024-05-18,112.45,0.01,0.0,188.4128,0.0,0.0,0.0,0.004335,414.6043,393.9259,1.8,0.09,0.033699,184.7,158.1249,6.22,0.9,0.0,174.6168,0.0,0.0,0.0,0.0,468.7323,0.0,0.0,0.0,0.0,92.4268,0.0,0.0,0.0,0.016985,177.46,187.6997,3.01,-0.17,0.019465,197.3347,166.9445,3.84,0.59,0.018356,276.4712,270.0669,5.07,0.12,0.0,455.6725,0.0,0.0,0.0,0.0,502.2106,0.0,0.0,0.0,0.035781,145.7717,148.2582,5.22,-0.09,0.179596,22.7358,15.7585,4.08,1.25,0.374725,13.1302,12.8704,4.92,0.1,0.0,6.0288,0.0,0.0,0.0,0.0,3.2299,0.0,0.0,0.0,0.013996,385.197,328.5085,5.39,0.79,0.000279,5303.2705,4874.002,1.48,0.12,0.0,16685.9707,0.0,0.0,0.0,0.00015,35399.0,30729.5664,5.31,0.7,0.008537,518.2825,474.0774,4.42,0.38,0.0,447.4159,0.0,0.0,0.0,0.008581,518.5708,474.2023,4.45,0.38,0.111728,41.7598,36.7254,4.67,0.56,0.056251,76.4285,70.3962,4.3,0.34,0.0,41.414,0.0,0.0,0.0,0.048271,79.2337,78.0051,3.82,0.06,0.001636,2412.2,2047.7971,3.95,0.6,0.0,80.06,0.0,0.0,0.0,0.139067,31.047,23.0205,4.32,1.12,1.563513,2.626,2.0853,4.11,0.85,0.482139,5.057,3.8798,2.44,0.57,0.017117,223.66,188.9156,3.83,0.59,0.0,28.79,0.0,0.0,0.0,0.039962,76.97,70.0313,3.08,0.28,1.937548,1.0868,1.0838,2.11,0.01,0.019699,155.379,147.1744,3.06,0.16,0.0,84.5507,0.0,0.0,0.0,0.038623,66.9716,67.7503,2.59,-0.03,0.016779,86.95,89.1356,1.46,-0.04,0.0,44.8299,0.0,0.0,0.0,4.1e-05,66278.3672,42760.168,2.74,0.97,0.000466,3071.8428,2290.3062,1.43,0.36,0.025387,112.7979,95.071,2.86,0.45,0.012673,150.7157,134.4227,1.91,0.21,0.000564,63.7139,54.323,0.04,0.01,0.038566,62.11,56.4934,2.4,0.22,0.0,184.95,0.0,0.0,0.0,0.035684,59.4755,56.1306,2.12,0.12,0.0,25.5058,0.0,0.0,0.0,0.0,58.53,0.0,0.0,0.0
2024-05-19,112.95,0.01,0.0,189.5738,0.0,0.0,0.0,0.004335,419.6659,393.9259,1.82,0.11,0.033699,183.54,158.1249,6.19,0.86,0.0,175.4697,0.0,0.0,0.0,0.0,465.683,0.0,0.0,0.0,0.0,94.7265,0.0,0.0,0.0,0.016985,174.95,187.6997,2.97,-0.22,0.019465,188.46,166.9445,3.67,0.42,0.018356,274.9314,270.0669,5.05,0.09,0.0,455.0687,0.0,0.0,0.0,0.0,495.1268,0.0,0.0,0.0,0.035781,143.7477,148.2582,5.14,-0.16,0.179596,23.0483,15.7585,4.14,1.31,0.374725,13.186,12.8704,4.94,0.12,0.0,5.9942,0.0,0.0,0.0,0.0,3.1781,0.0,0.0,0.0,0.013996,381.1287,328.5085,5.33,0.74,0.000279,5308.1299,4874.002,1.48,0.12,0.0,16794.8691,0.0,0.0,0.0,0.00015,34825.0,30729.5664,5.23,0.61,0.008537,518.8798,474.0774,4.43,0.38,0.0,450.5356,0.0,0.0,0.0,0.008581,519.1749,474.2023,4.46,0.39,0.111728,41.6072,36.7254,4.65,0.55,0.056251,76.4846,70.3962,4.3,0.34,0.0,40.8487,0.0,0.0,0.0,0.048271,78.767,78.0051,3.8,0.04,0.001636,2433.8999,2047.7971,3.98,0.63,0.0,79.8,0.0,0.0,0.0,0.139067,32.205,23.0205,4.48,1.28,1.563513,2.751,2.0853,4.3,1.04,0.482139,5.0875,3.8798,2.45,0.58,0.017117,224.56,188.9156,3.84,0.61,0.0,28.98,0.0,0.0,0.0,0.039962,76.73,70.0313,3.07,0.27,1.937548,1.0875,1.0838,2.11,0.01,0.019699,155.754,147.1744,3.07,0.17,0.0,84.3009,0.0,0.0,0.0,0.038623,66.9063,67.7503,2.58,-0.03,0.016779,86.8192,89.1356,1.46,-0.04,0.0,44.5372,0.0,0.0,0.0,4.1e-05,71448.1953,42760.168,2.95,1.19,0.000466,3663.8552,2290.3062,1.71,0.64,0.025387,111.8834,95.071,2.84,0.43,0.012673,149.2982,134.4227,1.89,0.19,0.000564,63.2507,54.323,0.04,0.01,0.038566,64.082,56.4934,2.47,0.29,0.0,186.61,0.0,0.0,0.0,0.035684,59.0414,56.1306,2.11,0.1,0.0,25.4079,0.0,0.0,0.0,0.0,58.91,0.0,0.0,0.0
2024-05-20,112.9,0.01,0.0,190.8738,0.0,0.0,0.0,0.004335,423.3165,393.9259,1.84,0.13,0.033699,183.15,158.1249,6.17,0.84,0.0,176.3921,0.0,0.0,0.0,0.0,461.5014,0.0,0.0,0.0,0.0,95.3322,0.0,0.0,0.0,0.016985,186.6,187.6997,3.17,-0.02,0.019465,192.2566,166.9445,3.74,0.49,0.018356,272.3749,270.0669,5.0,0.04,0.0,454.5143,0.0,0.0,0.0,0.0,501.1768,0.0,0.0,0.0,0.035781,143.7191,148.2582,5.14,-0.16,0.179596,22.853,15.7585,4.1,1.27,0.374725,13.1212,12.8704,4.92,0.09,0.0,5.9711,0.0,0.0,0.0,0.0,3.1701,0.0,0.0,0.0,0.013996,381.0295,328.5085,5.33,0.74,0.000279,5321.4102,4874.002,1.48,0.12,0.0,16832.6191,0.0,0.0,0.0,0.00015,34604.0,30729.5664,5.19,0.58,0.008537,520.152,474.0774,4.44,0.39,0.0,451.4171,0.0,0.0,0.0,0.008581,520.4418,474.2023,4.47,0.4,0.111728,41.3497,36.7254,4.62,0.52,0.056251,76.3629,70.3962,4.3,0.34,0.0,41.1119,0.0,0.0,0.0,0.048271,78.739,78.0051,3.8,0.04,0.001636,2421.7,2047.7971,3.96,0.61,0.0,79.26,0.0,0.0,0.0,0.139067,31.868,23.0205,4.43,1.23,1.563513,2.671,2.0853,4.18,0.92,0.482139,5.119,3.8798,2.47,0.6,0.017117,224.23,188.9156,3.84,0.6,0.0,29.27,0.0,0.0,0.0,0.039962,76.16,70.0313,3.04,0.24,1.937548,1.0861,1.0838,2.1,0.0,0.019699,156.37,147.1744,3.08,0.18,0.0,84.7357,0.0,0.0,0.0,0.038623,67.0462,67.7503,2.59,-0.03,0.016779,87.0434,89.1356,1.46,-0.04,0.0,44.32,0.0,0.0,0.0,4.1e-05,70136.5234,42760.168,2.9,1.13,0.000466,3789.3125,2290.3062,1.77,0.7,0.025387,111.1103,95.071,2.82,0.41,0.012673,148.2141,134.4227,1.88,0.17,0.000564,64.2066,54.323,0.04,0.01,0.038566,65.061,56.4934,2.51,0.33,0.0,184.78,0.0,0.0,0.0,0.035684,59.3622,56.1306,2.12,0.12,0.0,25.4346,0.0,0.0,0.0,0.0,57.02,0.0,0.0,0.0
2024-05-21,112.37,0.01,0.0,189.4349,0.0,0.0,0.0,0.004335,424.7768,393.9259,1.84,0.13,0.033699,183.13,158.1249,6.17,0.84,0.0,174.9342,0.0,0.0,0.0,0.0,464.6302,0.0,0.0,0.0,0.0,94.8965,0.0,0.0,0.0,0.016985,180.11,187.6997,3.06,-0.13,0.019465,191.0906,166.9445,3.72,0.47,0.018356,272.0097,270.0669,4.99,0.04,0.0,451.96,0.0,0.0,0.0,0.0,499.0707,0.0,0.0,0.0,0.035781,145.8668,148.2582,5.22,-0.09,0.179596,22.9116,15.7585,4.11,1.28,0.374725,12.9971,12.8704,4.87,0.05,0.0,5.9171,0.0,0.0,0.0,0.0,3.1607,0.0,0.0,0.0,0.013996,381.5256,328.5085,5.34,0.74,0.000279,5307.0098,4874.002,1.48,0.12,0.0,16801.5391,0.0,0.0,0.0,0.00015,34461.0,30729.5664,5.17,0.56,0.008537,518.6545,474.0774,4.43,0.38,0.0,451.3279,0.0,0.0,0.0,0.008581,518.9606,474.2023,4.45,0.38,0.111728,41.2162,36.7254,4.6,0.5,0.056251,75.6421,70.3962,4.25,0.3,0.0,40.8779,0.0,0.0,0.0,0.048271,78.0296,78.0051,3.77,0.0,0.001636,2389.2,2047.7971,3.91,0.56,0.0,77.57,0.0,0.0,0.0,0.139067,31.295,23.0205,4.35,1.15,1.563513,2.842,2.0853,4.44,1.18,0.482139,4.8675,3.8798,2.35,0.48,0.017117,220.11,188.9156,3.77,0.53,0.0,28.22,0.0,0.0,0.0,0.039962,74.87,70.0313,2.99,0.19,1.937548,1.0855,1.0838,2.1,0.0,0.019699,156.251,147.1744,3.08,0.18,0.0,84.8374,0.0,0.0,0.0,0.038623,66.9623,67.7503,2.59,-0.03,0.016779,86.9313,89.1356,1.46,-0.04,0.0,43.4703,0.0,0.0,0.0,4.1e-05,69122.3281,42760.168,2.86,1.09,0.000466,3737.2178,2290.3062,1.74,0.67,0.025387,108.8758,95.071,2.76,0.35,0.012673,145.9905,134.4227,1.85,0.15,0.000564,64.3052,54.323,0.04,0.01,0.038566,64.047,56.4934,2.47,0.29,0.0,186.28,0.0,0.0,0.0,0.035684,59.4472,56.1306,2.12,0.12,0.0,26.3608,0.0,0.0,0.0,0.0,58.7,0.0,0.0,0.0
2024-05-22,111.04,0.01,0.0,185.4458,0.0,0.0,0.0,0.004335,421.3037,393.9259,1.83,0.12,0.033699,181.05,158.1249,6.1,0.77,0.0,172.1274,0.0,0.0,0.0,0.0,462.6436,0.0,0.0,0.0,0.0,103.7405,0.0,0.0,0.0,0.016985,173.74,187.6997,2.95,-0.24,0.019465,189.7512,166.9445,3.69,0.44,0.018356,270.6772,270.0669,4.97,0.01,0.0,446.703,0.0,0.0,0.0,0.0,494.7439,0.0,0.0,0.0,0.035781,142.2558,148.2582,5.09,-0.21,0.179596,23.0288,15.7585,4.14,1.31,0.374725,13.0313,12.8704,4.88,0.06,0.0,5.8568,0.0,0.0,0.0,0.0,3.1647,0.0,0.0,0.0,0.013996,381.6248,328.5085,5.34,0.74,0.000279,5267.8398,4874.002,1.47,0.11,0.0,16736.0293,0.0,0.0,0.0,0.00015,34468.0,30729.5664,5.17,0.56,0.008537,514.8661,474.0774,4.4,0.35,0.0,449.2976,0.0,0.0,0.0,0.008581,515.1698,474.2023,4.42,0.35,0.111728,40.911,36.7254,4.57,0.47,0.056251,75.2583,70.3962,4.23,0.27,0.0,40.3126,0.0,0.0,0.0,0.048271,76.3496,78.0051,3.69,-0.08,0.001636,2335.0,2047.7971,3.82,0.47,0.0,76.87,0.0,0.0,0.0,0.139067,30.284,23.0205,4.21,1.01,1.563513,2.657,2.0853,4.15,0.89,0.482139,4.8165,3.8798,2.32,0.45,0.017117,215.72,188.9156,3.69,0.46,0.0,27.55,0.0,0.0,0.0,0.039962,74.45,70.0313,2.98,0.18,1.937548,1.0825,1.0838,2.1,-0.0,0.019699,156.704,147.1744,3.09,0.19,0.0,84.2916,0.0,0.0,0.0,0.038623,66.7664,67.7503,2.58,-0.04,0.016779,86.6231,89.1356,1.45,-0.04,0.0,43.0737,0.0,0.0,0.0,4.1e-05,67929.5625,42760.168,2.81,1.04,0.000466,3776.9272,2290.3062,1.76,0.69,0.025387,107.0185,95.071,2.72,0.3,0.012673,145.4068,134.4227,1.84,0.14,0.000564,63.9011,54.323,0.04,0.01,0.038566,63.567,56.4934,2.45,0.27,0.0,172.21,0.0,0.0,0.0,0.035684,58.5885,56.1306,2.09,0.09,0.0,25.5504,0.0,0.0,0.0,0.0,57.64,0.0,0.0,0.0
2024-05-23,111.05,0.01,0.0,188.5219,0.0,0.0,0.0,0.004335,424.4216,393.9259,1.84,0.13,0.033699,180.75,158.1249,6.09,0.76,0.0,173.5555,0.0,0.0,0.0,0.0,474.9999,0.0,0.0,0.0,0.0,106.409,0.0,0.0,0.0,0.016985,179.24,187.6997,3.04,-0.14,0.019465,193.4032,166.9445,3.76,0.52,0.018356,270.9338,270.0669,4.97,0.02,0.0,446.6733,0.0,0.0,0.0,0.0,486.4539,0.0,0.0,0.0,0.035781,139.6615,148.2582,5.0,-0.31,0.179596,22.9213,15.7585,4.12,1.29,0.374725,12.9377,12.8704,4.85,0.03,0.0,5.8124,0.0,0.0,0.0,0.0,3.171,0.0,0.0,0.0,0.013996,381.1287,328.5085,5.33,0.74,0.000279,5304.7202,4874.002,1.48,0.12,0.0,16920.7891,0.0,0.0,0.0,0.00015,34491.0,30729.5664,5.18,0.56,0.008537,518.2728,474.0774,4.42,0.38,0.0,453.5464,0.0,0.0,0.0,0.008581,518.5903,474.2023,4.45,0.38,0.111728,41.0255,36.7254,4.58,0.48,0.056251,75.8761,70.3962,4.27,0.31,0.0,40.5563,0.0,0.0,0.0,0.048271,76.4056,78.0051,3.69,-0.08,0.001636,2332.5,2047.7971,3.82,0.47,0.0,77.72,0.0,0.0,0.0,0.139067,30.33,23.0205,4.22,1.02,1.563513,2.52,2.0853,3.94,0.68,0.482139,4.7785,3.8798,2.3,0.43,0.017117,215.92,188.9156,3.7,0.46,0.0,27.74,0.0,0.0,0.0,0.039962,75.35,70.0313,3.01,0.21,1.937548,1.0813,1.0838,2.1,-0.0,0.019699,156.973,147.1744,3.09,0.19,0.0,84.5414,0.0,0.0,0.0,0.038623,66.8411,67.7503,2.58,-0.04,0.016779,86.7352,89.1356,1.46,-0.04,0.0,43.1351,0.0,0.0,0.0,4.1e-05,68526.1016,42760.168,2.83,1.06,0.000466,3726.9343,2290.3062,1.74,0.67,0.025387,106.9336,95.071,2.71,0.3,0.012673,146.1573,134.4227,1.85,0.15,0.000564,64.4333,54.323,0.04,0.01,0.038566,64.675,56.4934,2.49,0.32,0.0,174.52,0.0,0.0,0.0,0.035684,58.5036,56.1306,2.09,0.08,0.0,25.7196,0.0,0.0,0.0,0.0,56.97,0.0,0.0,0.0
2024-05-24,111.09,0.01,0.0,188.5219,0.0,0.0,0.0,0.004335,424.4216,393.9259,1.84,0.13,0.033699,180.75,158.1249,6.09,0.76,0.0,173.5555,0.0,0.0,0.0,0.0,474.9999,0.0,0.0,0.0,0.0,106.409,0.0,0.0,0.0,0.016985,179.24,187.6997,3.04,-0.14,0.019465,193.4032,166.9445,3.76,0.52,0.018356,270.9338,270.0669,4.97,0.02,0.0,446.6733,0.0,0.0,0.0,0.0,486.4539,0.0,0.0,0.0,0.035781,139.6615,148.2582,5.0,-0.31,0.179596,22.9213,15.7585,4.12,1.29,0.374725,12.9377,12.8704,4.85,0.03,0.0,5.8124,0.0,0.0,0.0,0.0,3.171,0.0,0.0,0.0,0.013996,381.1287,328.5085,5.33,0.74,0.000279,5304.7202,4874.002,1.48,0.12,0.0,16920.7891,0.0,0.0,0.0,0.00015,34491.0,30729.5664,5.18,0.56,0.008537,518.2728,474.0774,4.42,0.38,0.0,453.5464,0.0,0.0,0.0,0.008581,518.5903,474.2023,4.45,0.38,0.111728,41.0255,36.7254,4.58,0.48,0.056251,75.8761,70.3962,4.27,0.31,0.0,40.5563,0.0,0.0,0.0,0.048271,76.4056,78.0051,3.69,-0.08,0.001636,2332.5,2047.7971,3.82,0.47,0.0,77.72,0.0,0.0,0.0,0.139067,30.33,23.0205,4.22,1.02,1.563513,2.52,2.0853,3.94,0.68,0.482139,4.7785,3.8798,2.3,0.43,0.017117,215.92,188.9156,3.7,0.46,0.0,27.74,0.0,0.0,0.0,0.039962,75.35,70.0313,3.01,0.21,1.937548,1.0813,1.0838,2.1,-0.0,0.019699,156.973,147.1744,3.09,0.19,0.0,84.5414,0.0,0.0,0.0,0.038623,66.8411,67.7503,2.58,-0.04,0.016779,86.7352,89.1356,1.46,-0.04,0.0,43.1351,0.0,0.0,0.0,4.1e-05,69265.9453,42760.168,2.86,1.1,0.000466,3749.2366,2290.3062,1.75,0.68,0.025387,106.9336,95.071,2.71,0.3,0.012673,146.1573,134.4227,1.85,0.15,0.000564,64.4333,54.323,0.04,0.01,0.038566,64.675,56.4934,2.49,0.32,0.0,174.52,0.0,0.0,0.0,0.035684,58.5036,56.1306,2.09,0.08,0.0,25.7196,0.0,0.0,0.0,0.0,56.97,0.0,0.0,0.0
2024-05-25,111.1,0.01,0.0,188.5219,0.0,0.0,0.0,0.004335,424.4216,393.9259,1.84,0.13,0.033699,180.75,158.1249,6.09,0.76,0.0,173.5555,0.0,0.0,0.0,0.0,474.9999,0.0,0.0,0.0,0.0,106.409,0.0,0.0,0.0,0.016985,179.24,187.6997,3.04,-0.14,0.019465,193.4032,166.9445,3.76,0.52,0.018356,270.9338,270.0669,4.97,0.02,0.0,446.6733,0.0,0.0,0.0,0.0,486.4539,0.0,0.0,0.0,0.035781,139.6615,148.2582,5.0,-0.31,0.179596,22.9213,15.7585,4.12,1.29,0.374725,12.9377,12.8704,4.85,0.03,0.0,5.8124,0.0,0.0,0.0,0.0,3.171,0.0,0.0,0.0,0.013996,381.1287,328.5085,5.33,0.74,0.000279,5304.7202,4874.002,1.48,0.12,0.0,16920.7891,0.0,0.0,0.0,0.00015,34491.0,30729.5664,5.18,0.56,0.008537,518.2728,474.0774,4.42,0.38,0.0,453.5464,0.0,0.0,0.0,0.008581,518.5903,474.2023,4.45,0.38,0.111728,41.0255,36.7254,4.58,0.48,0.056251,75.8761,70.3962,4.27,0.31,0.0,40.5563,0.0,0.0,0.0,0.048271,76.4056,78.0051,3.69,-0.08,0.001636,2332.5,2047.7971,3.82,0.47,0.0,77.72,0.0,0.0,0.0,0.139067,30.33,23.0205,4.22,1.02,1.563513,2.52,2.0853,3.94,0.68,0.482139,4.7785,3.8798,2.3,0.43,0.017117,215.92,188.9156,3.7,0.46,0.0,27.74,0.0,0.0,0.0,0.039962,75.35,70.0313,3.01,0.21,1.937548,1.0813,1.0838,2.1,-0.0,0.019699,156.973,147.1744,3.09,0.19,0.0,84.5414,0.0,0.0,0.0,0.038623,66.8411,67.7503,2.58,-0.04,0.016779,86.7352,89.1356,1.46,-0.04,0.0,43.1351,0.0,0.0,0.0,4.1e-05,68518.0938,42760.168,2.83,1.06,0.000466,3825.8975,2290.3062,1.78,0.72,0.025387,106.9336,95.071,2.71,0.3,0.012673,146.1573,134.4227,1.85,0.15,0.000564,64.4333,54.323,0.04,0.01,0.038566,64.675,56.4934,2.49,0.32,0.0,174.52,0.0,0.0,0.0,0.035684,58.5036,56.1306,2.09,0.08,0.0,25.7196,0.0,0.0,0.0,0.0,56.97,0.0,0.0,0.0
2024-05-26,111.37,0.01,0.0,188.5219,0.0,0.0,0.0,0.004335,424.4216,393.9259,1.84,0.13,0.033699,180.75,158.1249,6.09,0.76,0.0,173.5555,0.0,0.0,0.0,0.0,474.9999,0.0,0.0,0.0,0.0,106.409,0.0,0.0,0.0,0.016985,179.24,187.6997,3.04,-0.14,0.019465,193.4032,166.9445,3.76,0.52,0.018356,270.9338,270.0669,4.97,0.02,0.0,446.6733,0.0,0.0,0.0,0.0,486.4539,0.0,0.0,0.0,0.035781,139.6615,148.2582,5.0,-0.31,0.179596,23.2436,15.7585,4.17,1.34,0.374725,13.1158,12.8704,4.91,0.09,0.0,5.9055,0.0,0.0,0.0,0.0,3.1826,0.0,0.0,0.0,0.013996,383.7086,328.5085,5.37,0.77,0.000279,5304.7202,4874.002,1.48,0.12,0.0,16920.7891,0.0,0.0,0.0,0.00015,34762.0,30729.5664,5.22,0.61,0.008537,518.2728,474.0774,4.42,0.38,0.0,453.5464,0.0,0.0,0.0,0.008581,518.5903,474.2023,4.45,0.38,0.111728,41.0255,36.7254,4.58,0.48,0.056251,75.8761,70.3962,4.27,0.31,0.0,40.5563,0.0,0.0,0.0,0.048271,76.4056,78.0051,3.69,-0.08,0.001636,2332.5,2047.7971,3.82,0.47,0.0,77.72,0.0,0.0,0.0,0.139067,30.33,23.0205,4.22,1.02,1.563513,2.52,2.0853,3.94,0.68,0.482139,4.7785,3.8798,2.3,0.43,0.017117,215.92,188.9156,3.7,0.46,0.0,27.74,0.0,0.0,0.0,0.039962,75.35,70.0313,3.01,0.21,1.937548,1.0848,1.0838,2.1,0.0,0.019699,156.87,147.1744,3.09,0.19,0.0,84.5414,0.0,0.0,0.0,0.038623,66.8411,67.7503,2.58,-0.04,0.016779,86.7352,89.1356,1.46,-0.04,0.0,43.1351,0.0,0.0,0.0,4.1e-05,69394.5547,42760.168,2.87,1.1,0.000466,3892.0066,2290.3062,1.81,0.75,0.025387,106.9336,95.071,2.71,0.3,0.012673,146.1573,134.4227,1.85,0.15,0.000564,64.4333,54.323,0.04,0.01,0.038566,64.675,56.4934,2.49,0.32,0.0,174.52,0.0,0.0,0.0,0.035684,58.5036,56.1306,2.09,0.08,0.0,25.7196,0.0,0.0,0.0,0.0,56.97,0.0,0.0,0.0
